MAG	group	depth_group	layer
s_SalMarWE160190MG_2_8859115_Bin_7	103	deep_103	deep
s_SalMarWE160240MG_3_8859104_Bin_1_2	108	deep_108	deep
s_SalMarWE160110MG_2_8858884_Bin_8	109	deep_109	deep
s_SalMarWE160170MG_2_8859029_Bin_1_2	108	deep_108	deep
s_SalMarSW160130MG_4_8867923_Bin_13	103	deep_103	deep
s_SalMarWE160230MG_3_8858993_Bin_11	110	deep_110	deep
s_SalMarSW160230MG_3_8942301_Bin_1_1	3	deep_3	deep
s_SalMarSW160110MG_4_8867924_Bin_89_1	103	deep_103	deep
s_SalMarSW160230MG_3_8942301_Bin_5	66	deep_66	deep
s_SalMarWE160190MG_2_8859115_Bin_23	111	deep_111	deep
s_SalMarSW160210MG_3_8917618_Bin_25	112	deep_112	deep
s_SalMarWE160150MG_2_8859057_Bin_9	103	deep_103	deep
s_SalMarSW160130MG_4_8867923_Bin_18	105	deep_105	deep
s_SalMarSW160170MG_3_8942300_Bin_21_1	3	deep_3	deep
s_SalMarWE160210MG_3_8859159_Bin_4	103	deep_103	deep
s_SalMarSW160210MG_3_8917618_Bin_40_1	3	deep_3	deep
s_SalMarWE160130MG_2_8859071_Bin_6_1	103	deep_103	deep
s_SalMarSW160110MG_4_8867924_Bin_36	113	deep_113	deep
s_SalMarWE160240MG_3_8859104_Bin_20	114	deep_114	deep
s_SalMarSW160240MG_4_8867926_Bin_28	107	deep_107	deep
s_SalMarWE160110MG_2_8858884_Bin_9	115	deep_115	deep
s_SalMarSW160110MG_4_8867924_Bin_6	116	deep_116	deep
s_SalMarSW160220MG_2_8858942_Bin_10	103	deep_103	deep
s_SalMarWE160210MG_3_8859159_Bin_21	107	deep_107	deep
s_SalMarSW160110MG_4_8867924_Bin_17	107	deep_107	deep
s_SalMarWE160190MG_2_8859115_Bin_2_1	6	deep_6	deep
s_SalMarWE160110MG_2_8858884_Bin_6_1	3	deep_3	deep
s_SalMarWE160170MG_2_8859029_Bin_1_1	103	deep_103	deep
s_SalMarWE160130MG_2_8859071_Bin_36	107	deep_107	deep
s_SalMarSW160170MG_3_8942300_Bin_17	107	deep_107	deep
s_SalMarWE160150MG_2_8859057_Bin_13_1	3	deep_3	deep
s_SalMarWE160220MG_3_8859048_Bin_21	107	deep_107	deep
s_SalMarWE160220MG_3_8859048_Bin_7_1	117	deep_117	deep
s_SalMarWE160110MG_2_8858884_Bin_24	107	deep_107	deep
s_SalMarWE160170MG_2_8859029_Bin_4	8	deep_8	deep
s_SalMarWE160170MG_2_8859029_Bin_5_1	3	deep_3	deep
s_SalMarSW160170MG_3_8942300_Bin_12	103	deep_103	deep
s_SalMarSW160190MG_3_8917615_Bin_12	103	deep_103	deep
s_SalMarSW160200MG_2_8917694_Bin_47	107	deep_107	deep
s_SalMarSW160150MG_2_8917613_Bin_18	105	deep_105	deep
s_SalMarSW160210MG_3_8917618_Bin_54	107	deep_107	deep
s_SalMarSW160170MG_3_8942300_Bin_28	118	deep_118	deep
s_SalMarSW160150MG_2_8917613_Bin_41_1	118	deep_118	deep
s_SalMarSW160190MG_3_8917615_Bin_51_1	118	deep_118	deep
s_SalMarWE160110MG_2_8858884_Bin_23_1	118	deep_118	deep
s_SalMarSW160130MG_4_8867923_Bin_21_3	118	deep_118	deep
s_SalMarSW160200MG_2_8917694_Bin_15_3	118	deep_118	deep
s_SalMarSW160190MG_3_8917615_Bin_33	119	deep_119	deep
s_SalMarSW160190MG_3_8917615_Bin_14	120	deep_120	deep
s_SalMarSW160240MG_4_8867926_Bin_14_2	31	deep_31	deep
s_SalMarSW160110MG_4_8867924_Bin_79	3	deep_3	deep
s_SalMarSW160200MG_2_8917694_Bin_18	121	deep_121	deep
s_SalMarWE160230MG_3_8858993_Bin_2	94	deep_94	deep
s_SalMarSW160170MG_3_8942300_Bin_19_2	122	deep_122	deep
s_SalMarSW160190MG_3_8917615_Bin_58_1	123	deep_123	deep
s_SalMarSW160150MG_2_8917613_Bin_28_1	124	deep_124	deep
s_SalMarSW160240MG_4_8867926_Bin_57	122	deep_122	deep
s_SalMarSW160110MG_4_8867924_Bin_18	125	deep_125	deep
s_SalMarSW160200MG_2_8917694_Bin_22_2	3	deep_3	deep
s_SalMarSW160200MG_2_8917694_Bin_37_3	124	deep_124	deep
s_SalMarSW160150MG_2_8917613_Bin_46	126	deep_126	deep
s_SalMarWE160130MG_2_8859071_Bin_53_1	127	deep_127	deep
s_SalMarSW160190MG_3_8917615_Bin_58_2	122	deep_122	deep
s_SalMarSW160150MG_2_8917613_Bin_28_2	125	deep_125	deep
s_SalMarSW160110MG_4_8867924_Bin_64_2	3	deep_3	deep
s_SalMarSW160110MG_4_8867924_Bin_31_1	3	deep_3	deep
s_SalMarSW160200MG_2_8917694_Bin_37_2	125	deep_125	deep
s_SalMarSW160130MG_4_8867923_Bin_17_2	128	deep_128	deep
s_SalMarSW160110MG_4_8867924_Bin_94_1	6	deep_6	deep
s_SalMarSW160110MG_4_8867924_Bin_77	129	deep_129	deep
s_SalMarWE160210MG_3_8859159_Bin_18_1	130	deep_130	deep
s_SalMarSW160230MG_3_8942301_Bin_29_2	131	deep_131	deep
s_SalMarWE160230MG_3_8858993_Bin_28_1	130	deep_130	deep
s_SalMarSW160240MG_4_8867926_Bin_55_1	132	deep_132	deep
s_SalMarSW160110MG_4_8867924_Bin_25_2	3	deep_3	deep
s_SalMarSW160170MG_3_8942300_Bin_42	133	deep_133	deep
s_SalMarSW160130MG_4_8867923_Bin_58_1	3	deep_3	deep
s_SalMarSW160200MG_2_8917694_Bin_74_1	6	deep_6	deep
s_SalMarSW160150MG_2_8917613_Bin_33_2	134	deep_134	deep
s_SalMarSW160240MG_4_8867926_Bin_58_2	129	deep_129	deep
s_SalMarWE160190MG_2_8859115_Bin_27	37	deep_37	deep
s_SalMarWE160210MG_3_8859159_Bin_18_2	135	deep_135	deep
s_SalMarSW160240MG_4_8867926_Bin_33_3	136	deep_136	deep
s_SalMarSW160240MG_4_8867926_Bin_66	8	deep_8	deep
s_SalMarSW160150MG_2_8917613_Bin_33_1	137	deep_137	deep
s_SalMarWE160130MG_2_8859071_Bin_45	133	deep_133	deep
s_SalMarSW160130MG_4_8867923_Bin_20_5	137	deep_137	deep
s_SalMarWE160170MG_2_8859029_Bin_37_1	135	deep_135	deep
s_SalMarSW160200MG_2_8917694_Bin_76_2	3	deep_3	deep
s_SalMarWE160150MG_2_8859057_Bin_41	133	deep_133	deep
s_SalMarSW160200MG_2_8917694_Bin_55_3	138	deep_138	deep
s_SalMarWE160170MG_2_8859029_Bin_37_2	6	deep_6	deep
s_SalMarSW160190MG_3_8917615_Bin_24_1	138	deep_138	deep
s_SalMarSW160240MG_4_8867926_Bin_58_1	137	deep_137	deep
s_SalMarSW160110MG_4_8867924_Bin_25_1	3	deep_3	deep
s_SalMarSW160190MG_3_8917615_Bin_24_2	137	deep_137	deep
s_SalMarWE160220MG_3_8859048_Bin_30_1	130	deep_130	deep
s_SalMarSW160230MG_3_8942301_Bin_43_1	137	deep_137	deep
s_SalMarWE160130MG_2_8859071_Bin_52_1	139	deep_139	deep
s_SalMarSW160110MG_4_8867924_Bin_43	131	deep_131	deep
s_SalMarSW160150MG_2_8917613_Bin_63_1	3	deep_3	deep
s_SalMarWE160190MG_2_8859115_Bin_49	6	deep_6	deep
s_SalMarSW160210MG_3_8917618_Bin_46_2	138	deep_138	deep
s_SalMarSW160210MG_3_8917618_Bin_46_3	140	deep_140	deep
s_SalMarSW160220MG_2_8858942_Bin_55	137	deep_137	deep
s_SalMarWE160110MG_2_8858884_Bin_54_1	131	deep_131	deep
s_SalMarSW160110MG_4_8867924_Bin_22_1	141	deep_141	deep
s_SalMarSW160190MG_3_8917615_Bin_53	133	deep_133	deep
s_SalMarSW160210MG_3_8917618_Bin_30	19	deep_19	deep
s_SalMarSW160240MG_4_8867926_Bin_55_3	138	deep_138	deep
s_SalMarSW160150MG_2_8917613_Bin_53	133	deep_133	deep
s_SalMarSW160190MG_3_8917615_Bin_24_3	140	deep_140	deep
s_SalMarSW160150MG_2_8917613_Bin_57_1	140	deep_140	deep
s_SalMarSW160200MG_2_8917694_Bin_55_2	140	deep_140	deep
s_SalMarSW160240MG_4_8867926_Bin_8_3	142	deep_142	deep
s_SalMarWE160220MG_3_8859048_Bin_30_2	135	deep_135	deep
s_SalMarSW160110MG_4_8867924_Bin_84_1	3	deep_3	deep
s_SalMarSW160110MG_4_8867924_Bin_22_2	8	deep_8	deep
s_SalMarWE160170MG_2_8859029_Bin_37_3	138	deep_138	deep
s_SalMarSW160110MG_4_8867924_Bin_22_3	143	deep_143	deep
s_SalMarWE160240MG_3_8859104_Bin_37_2	138	deep_138	deep
s_SalMarSW160190MG_3_8917615_Bin_24_5	130	deep_130	deep
s_SalMarWE160170MG_2_8859029_Bin_50	6	deep_6	deep
s_SalMarSW160190MG_3_8917615_Bin_28_1	144	deep_144	deep
s_SalMarSW160190MG_3_8917615_Bin_24_4	135	deep_135	deep
s_SalMarSW160170MG_3_8942300_Bin_49	8	deep_8	deep
s_SalMarSW160240MG_4_8867926_Bin_55_2	135	deep_135	deep
s_SalMarSW160110MG_4_8867924_Bin_22_4	8	deep_8	deep
s_SalMarSW160150MG_2_8917613_Bin_33_4	145	deep_145	deep
s_SalMarSW160200MG_2_8917694_Bin_74_2	8	deep_8	deep
s_SalMarSW160230MG_3_8942301_Bin_48	146	deep_146	deep
s_SalMarWE160240MG_3_8859104_Bin_37_1	130	deep_130	deep
s_SalMarSW160150MG_2_8917613_Bin_62_1	147	deep_147	deep
s_SalMarSW160150MG_2_8917613_Bin_33_3	132	deep_132	deep
s_SalMarSW160170MG_3_8942300_Bin_40_1	137	deep_137	deep
s_SalMarSW160210MG_3_8917618_Bin_61_1	137	deep_137	deep
s_SalMarSW160220MG_2_8858942_Bin_52_1	3	deep_3	deep
s_SalMarSW160240MG_4_8867926_Bin_33_4	140	deep_140	deep
s_SalMarSW160110MG_4_8867924_Bin_39	3	deep_3	deep
s_SalMarSW160210MG_3_8917618_Bin_18_2	148	deep_148	deep
s_SalMarSW160210MG_3_8917618_Bin_35	31	deep_31	deep
s_SalMarSW160220MG_2_8858942_Bin_23	72	deep_72	deep
s_SalMarWE160240MG_3_8859104_Bin_11	31	deep_31	deep
s_SalMarWE160220MG_3_8859048_Bin_1	6	deep_6	deep
s_SalMarSW160240MG_4_8867926_Bin_13	8	deep_8	deep
s_SalMarWE160150MG_2_8859057_Bin_19	149	deep_149	deep
s_SalMarSW160190MG_3_8917615_Bin_7_1	8	deep_8	deep
s_SalMarSW160130MG_4_8867923_Bin_1_3	146	deep_146	deep
s_SalMarSW160150MG_2_8917613_Bin_6	150	deep_150	deep
s_SalMarSW160220MG_2_8858942_Bin_49	151	deep_151	deep
s_SalMarWE160210MG_3_8859159_Bin_27	152	deep_152	deep
s_SalMarSW160130MG_4_8867923_Bin_3_1	153	deep_153	deep
s_SalMarWE160240MG_3_8859104_Bin_13	94	deep_94	deep
s_SalMarWE160110MG_2_8858884_Bin_15_1	149	deep_149	deep
s_SalMarWE160150MG_2_8859057_Bin_14	154	deep_154	deep
s_SalMarWE160190MG_2_8859115_Bin_18	31	deep_31	deep
s_SalMarWE160220MG_3_8859048_Bin_27	155	deep_155	deep
s_SalMarSW160170MG_3_8942300_Bin_4_2	6	deep_6	deep
s_SalMarSW160150MG_2_8917613_Bin_29	3	deep_3	deep
s_SalMarSW160200MG_2_8917694_Bin_29_1	72	deep_72	deep
s_SalMarSW160190MG_3_8917615_Bin_40	156	deep_156	deep
s_SalMarSW160230MG_3_8942301_Bin_22	6	deep_6	deep
s_SalMarSW160200MG_2_8917694_Bin_27_1	157	deep_157	deep
s_SalMarSW160150MG_2_8917613_Bin_2_2	6	deep_6	deep
s_SalMarSW160150MG_2_8917613_Bin_4_2	158	deep_158	deep
s_SalMarSW160240MG_4_8867926_Bin_18	6	deep_6	deep
s_SalMarSW160220MG_2_8858942_Bin_19	6	deep_6	deep
s_SalMarWE160110MG_2_8858884_Bin_4	8	deep_8	deep
s_SalMarSW160150MG_2_8917613_Bin_13	8	deep_8	deep
s_SalMarSW160230MG_3_8942301_Bin_4	6	deep_6	deep
s_SalMarWE160190MG_2_8859115_Bin_8	6	deep_6	deep
s_SalMarSW160240MG_4_8867926_Bin_24	6	deep_6	deep
s_SalMarWE160130MG_2_8859071_Bin_14	154	deep_154	deep
s_SalMarSW160130MG_4_8867923_Bin_8_1	150	deep_150	deep
s_SalMarSW160150MG_2_8917613_Bin_36	149	deep_149	deep
s_SalMarSW160190MG_3_8917615_Bin_23_1	159	deep_159	deep
s_SalMarSW160150MG_2_8917613_Bin_55	160	deep_160	deep
s_SalMarSW160170MG_3_8942300_Bin_11	8	deep_8	deep
s_SalMarWE160210MG_3_8859159_Bin_2	8	deep_8	deep
s_SalMarSW160150MG_2_8917613_Bin_7_1	31	deep_31	deep
s_SalMarSW160190MG_3_8917615_Bin_34	72	deep_72	deep
s_SalMarWE160130MG_2_8859071_Bin_19_1	149	deep_149	deep
s_SalMarSW160150MG_2_8917613_Bin_2_3	146	deep_146	deep
s_SalMarSW160110MG_4_8867924_Bin_13_2	161	deep_161	deep
s_SalMarSW160190MG_3_8917615_Bin_8_2	6	deep_6	deep
s_SalMarSW160110MG_4_8867924_Bin_88	8	deep_8	deep
s_SalMarSW160220MG_2_8858942_Bin_20	31	deep_31	deep
s_SalMarSW160110MG_4_8867924_Bin_95	153	deep_153	deep
s_SalMarSW160130MG_4_8867923_Bin_1_1	6	deep_6	deep
s_SalMarSW160200MG_2_8917694_Bin_62	31	deep_31	deep
s_SalMarWE160210MG_3_8859159_Bin_11	149	deep_149	deep
s_SalMarSW160170MG_3_8942300_Bin_15	31	deep_31	deep
s_SalMarWE160230MG_3_8858993_Bin_15	31	deep_31	deep
s_SalMarSW160190MG_3_8917615_Bin_25	149	deep_149	deep
s_SalMarWE160150MG_2_8859057_Bin_40_1	162	deep_162	deep
s_SalMarSW160240MG_4_8867926_Bin_12	163	deep_163	deep
s_SalMarSW160220MG_2_8858942_Bin_6	8	deep_8	deep
s_SalMarSW160230MG_3_8942301_Bin_20	149	deep_149	deep
s_SalMarSW160210MG_3_8917618_Bin_14	164	deep_164	deep
s_SalMarWE160110MG_2_8858884_Bin_19	31	deep_31	deep
s_SalMarSW160210MG_3_8917618_Bin_12_1	8	deep_8	deep
s_SalMarWE160130MG_2_8859071_Bin_26	31	deep_31	deep
s_SalMarWE160150MG_2_8859057_Bin_7	165	deep_165	deep
s_SalMarSW160210MG_3_8917618_Bin_63_1	166	deep_166	deep
s_SalMarSW160170MG_3_8942300_Bin_4_1	6	deep_6	deep
s_SalMarSW160200MG_2_8917694_Bin_27_2	49	deep_49	deep
s_SalMarSW160210MG_3_8917618_Bin_20_2	72	deep_72	deep
s_SalMarWE160110MG_2_8858884_Bin_2_1	6	deep_6	deep
s_SalMarSW160110MG_4_8867924_Bin_13_1	167	deep_167	deep
s_SalMarWE160170MG_2_8859029_Bin_9	168	deep_168	deep
s_SalMarWE160170MG_2_8859029_Bin_11	149	deep_149	deep
s_SalMarWE160130MG_2_8859071_Bin_20_1	72	deep_72	deep
s_SalMarWE160190MG_2_8859115_Bin_10_1	149	deep_149	deep
s_SalMarSW160150MG_2_8917613_Bin_2_1	6	deep_6	deep
s_SalMarSW160110MG_4_8867924_Bin_44_2	169	deep_169	deep
s_SalMarWE160110MG_2_8858884_Bin_2_2	6	deep_6	deep
s_SalMarSW160130MG_4_8867923_Bin_14_1	149	deep_149	deep
s_SalMarSW160210MG_3_8917618_Bin_18_1	152	deep_152	deep
s_SalMarSW160210MG_3_8917618_Bin_20_1	6	deep_6	deep
s_SalMarSW160210MG_3_8917618_Bin_24	149	deep_149	deep
s_SalMarSW160150MG_2_8917613_Bin_7_2	72	deep_72	deep
s_SalMarSW160130MG_4_8867923_Bin_16	8	deep_8	deep
s_SalMarSW160210MG_3_8917618_Bin_23_1	170	deep_170	deep
s_SalMarSW160190MG_3_8917615_Bin_2_3	163	deep_163	deep
s_SalMarSW160210MG_3_8917618_Bin_23_2	151	deep_151	deep
s_SalMarSW160200MG_2_8917694_Bin_5_3	6	deep_6	deep
s_SalMarSW160110MG_4_8867924_Bin_11	158	deep_158	deep
s_SalMarSW160200MG_2_8917694_Bin_9_1	6	deep_6	deep
s_SalMarSW160190MG_3_8917615_Bin_11	164	deep_164	deep
s_SalMarSW160220MG_2_8858942_Bin_21	149	deep_149	deep
s_SalMarSW160230MG_3_8942301_Bin_14	171	deep_171	deep
s_SalMarSW160170MG_3_8942300_Bin_16	149	deep_149	deep
s_SalMarSW160200MG_2_8917694_Bin_5_2	158	deep_158	deep
s_SalMarSW160200MG_2_8917694_Bin_19_1	8	deep_8	deep
s_SalMarSW160110MG_4_8867924_Bin_7	3	deep_3	deep
s_SalMarWE160110MG_2_8858884_Bin_11_1	72	deep_72	deep
s_SalMarWE160170MG_2_8859029_Bin_15_1	31	deep_31	deep
s_SalMarSW160200MG_2_8917694_Bin_57	149	deep_149	deep
s_SalMarSW160230MG_3_8942301_Bin_21	31	deep_31	deep
s_SalMarSW160190MG_3_8917615_Bin_31	31	deep_31	deep
s_SalMarSW160240MG_4_8867926_Bin_23	149	deep_149	deep
s_SalMarSW160130MG_4_8867923_Bin_26	158	deep_158	deep
s_SalMarSW160190MG_3_8917615_Bin_8_1	6	deep_6	deep
s_SalMarSW160150MG_2_8917613_Bin_15	172	deep_172	deep
s_SalMarSW160210MG_3_8917618_Bin_11	165	deep_165	deep
s_SalMarWE160240MG_3_8859104_Bin_2_1	6	deep_6	deep
s_SalMarSW160130MG_4_8867923_Bin_1_2	6	deep_6	deep
s_SalMarWE160190MG_2_8859115_Bin_5	8	deep_8	deep
s_SalMarWE160130MG_2_8859071_Bin_4_1	6	deep_6	deep
s_SalMarSW160210MG_3_8917618_Bin_5_1	173	deep_173	deep
s_SalMarSW160110MG_4_8867924_Bin_42_1	6	deep_6	deep
s_SalMarSW160190MG_3_8917615_Bin_22	49	deep_49	deep
s_SalMarSW160110MG_4_8867924_Bin_2_1	6	deep_6	deep
s_SalMarWE160130MG_2_8859071_Bin_8	174	deep_174	deep
s_SalMarSW160220MG_2_8858942_Bin_9_1	6	deep_6	deep
s_SalMarWE160150MG_2_8859057_Bin_22	31	deep_31	deep
s_SalMarSW160200MG_2_8917694_Bin_9_2	175	deep_175	deep
s_SalMarWE160240MG_3_8859104_Bin_18_1	94	deep_94	deep
s_SalMarWE160240MG_3_8859104_Bin_4_1	176	deep_176	deep
s_SalMarWE160240MG_3_8859104_Bin_7	94	deep_94	deep
s_SalMarWE160230MG_3_8858993_Bin_3_1	94	deep_94	deep
s_SalMarWE160230MG_3_8858993_Bin_18_1	94	deep_94	deep
s_SalMarWE160220MG_3_8859048_Bin_3	6	deep_6	deep
s_SalMarWE160170MG_2_8859029_Bin_10	177	deep_177	deep
s_SalMarSW160200MG_2_8917694_Bin_31_2	177	deep_177	deep
s_SalMarWE160130MG_2_8859071_Bin_25	177	deep_177	deep
s_SalMarSW160110MG_4_8867924_Bin_48	178	deep_178	deep
s_SalMarWE160190MG_2_8859115_Bin_11	177	deep_177	deep
s_SalMarSW160240MG_4_8867926_Bin_10	179	deep_179	deep
s_SalMarSW160130MG_4_8867923_Bin_23	3	deep_3	deep
s_SalMarSW160240MG_4_8867926_Bin_36	180	deep_180	deep
s_SalMarWE160170MG_2_8859029_Bin_42	181	deep_181	deep
s_SalMarWE160130MG_2_8859071_Bin_18_2	8	deep_8	deep
s_SalMarWE160170MG_2_8859029_Bin_22	8	deep_8	deep
s_SalMarSW160200MG_2_8917694_Bin_11_1	182	deep_182	deep
s_SalMarWE160150MG_2_8859057_Bin_38	162	deep_162	deep
s_SalMarSW160110MG_4_8867924_Bin_5	183	deep_183	deep
s_SalMarWE160170MG_2_8859029_Bin_27	162	deep_162	deep
s_SalMarWE160170MG_2_8859029_Bin_17	49	deep_49	deep
s_SalMarSW160200MG_2_8917694_Bin_38_1	184	deep_184	deep
s_SalMarWE160130MG_2_8859071_Bin_32	162	deep_162	deep
s_SalMarWE160190MG_2_8859115_Bin_9_1	49	deep_49	deep
s_SalMarSW160130MG_4_8867923_Bin_12_1	182	deep_182	deep
s_SalMarSW160130MG_4_8867923_Bin_31	3	deep_3	deep
s_SalMarWE160150MG_2_8859057_Bin_6_1	162	deep_162	deep
s_SalMarSW160110MG_4_8867924_Bin_100_2	182	deep_182	deep
s_SalMarWE160110MG_2_8858884_Bin_17_1	185	deep_185	deep
s_SalMarWE160210MG_3_8859159_Bin_6_1	49	deep_49	deep
s_SalMarSW160110MG_4_8867924_Bin_46	186	deep_186	deep
s_SalMarSW160220MG_2_8858942_Bin_14_1	182	deep_182	deep
s_SalMarSW160220MG_2_8858942_Bin_14_2	182	deep_182	deep
s_SalMarSW160110MG_4_8867924_Bin_34	187	deep_187	deep
s_SalMarSW160200MG_2_8917694_Bin_11_2	182	deep_182	deep
s_SalMarSW160210MG_3_8917618_Bin_21_1	182	deep_182	deep
s_SalMarSW160130MG_4_8867923_Bin_57	188	deep_188	deep
s_SalMarSW160110MG_4_8867924_Bin_100_1	182	deep_182	deep
s_SalMarWE160110MG_2_8858884_Bin_5_1	182	deep_182	deep
s_SalMarWE160130MG_2_8859071_Bin_17_1	189	deep_189	deep
s_SalMarSW160190MG_3_8917615_Bin_62	184	deep_184	deep
s_SalMarSW160150MG_2_8917613_Bin_16_1	190	deep_190	deep
s_SalMarSW160240MG_4_8867926_Bin_54	191	deep_191	deep
s_SalMarSW160110MG_4_8867924_Bin_102_1	192	deep_192	deep
s_SalMarSW160200MG_2_8917694_Bin_25_1	193	deep_193	deep
s_SalMarSW160240MG_4_8867926_Bin_26	8	deep_8	deep
s_SalMarSW160110MG_4_8867924_Bin_52	194	deep_194	deep
s_SalMarSW160230MG_3_8942301_Bin_27	191	deep_191	deep
s_SalMarSW160130MG_4_8867923_Bin_38	195	deep_195	deep
s_SalMarSW160200MG_2_8917694_Bin_6_2	195	deep_195	deep
s_SalMarSW160210MG_3_8917618_Bin_43	193	deep_193	deep
s_SalMarSW160190MG_3_8917615_Bin_27	196	deep_196	deep
s_SalMarSW160150MG_2_8917613_Bin_45	196	deep_196	deep
s_SalMarWE160170MG_2_8859029_Bin_40	8	deep_8	deep
s_SalMarWE160130MG_2_8859071_Bin_49	8	deep_8	deep
s_SalMarWE160190MG_2_8859115_Bin_46_1	49	deep_49	deep
s_SalMarSW160240MG_4_8867926_Bin_31_1	23	deep_23	deep
s_SalMarSW160240MG_4_8867926_Bin_41	32	deep_32	deep
s_SalMarSW160130MG_4_8867923_Bin_41	29	deep_29	deep
s_SalMarSW160170MG_3_8942300_Bin_6_1	24	deep_24	deep
s_SalMarWE160150MG_2_8859057_Bin_31	27	deep_27	deep
s_SalMarWE160240MG_3_8859104_Bin_38	37	deep_37	deep
s_SalMarSW160130MG_4_8867923_Bin_6_1	40	deep_40	deep
s_SalMarSW160200MG_2_8917694_Bin_7_1	197	deep_197	deep
s_SalMarSW160240MG_4_8867926_Bin_27_1	89	deep_89	deep
s_SalMarWE160240MG_3_8859104_Bin_19_1	6	deep_6	deep
s_SalMarWE160150MG_2_8859057_Bin_1_1	198	deep_198	deep
s_SalMarSW160240MG_4_8867926_Bin_29_1	31	deep_31	deep
s_SalMarWE160240MG_3_8859104_Bin_44	8	deep_8	deep
s_SalMarSW160240MG_4_8867926_Bin_31_2	199	deep_199	deep
s_SalMarSW160220MG_2_8858942_Bin_28	3	deep_3	deep
s_SalMarSW160190MG_3_8917615_Bin_52	107	deep_107	deep
s_SalMarSW160200MG_2_8917694_Bin_66	31	deep_31	deep
s_SalMarWE160220MG_3_8859048_Bin_23	6	deep_6	deep
s_SalMarWE160190MG_2_8859115_Bin_30	72	deep_72	deep
s_SalMarSW160130MG_4_8867923_Bin_49	6	deep_6	deep
s_SalMarSW160210MG_3_8917618_Bin_51	46	deep_46	deep
s_SalMarWE160150MG_2_8859057_Bin_28	200	deep_200	deep
s_SalMarWE160170MG_2_8859029_Bin_34	201	deep_201	deep
s_SalMarSW160210MG_3_8917618_Bin_65	202	deep_202	deep
s_SalMarSW160110MG_4_8867924_Bin_3	203	deep_203	deep
s_SalMarWE160240MG_3_8859104_Bin_40	204	deep_204	deep
s_SalMarWE160220MG_3_8859048_Bin_29	162	deep_162	deep
s_SalMarSW160210MG_3_8917618_Bin_50	195	deep_195	deep
s_SalMarSW160270MG_2_8917367_Bin_12_1	1	mid_1	mid
s_SalMarSW160380MG_2_8856100_Bin_32	1	mid_1	mid
s_SalMarSW160270MG_2_8917367_Bin_43	2	mid_2	mid
s_SalMarSW160370MG_2_8856101_Bin_5_2	1	mid_1	mid
s_SalMarSW160290MG_2_8930515_Bin_55_1	3	mid_3	mid
s_SalMarWE160340MG_2_8859126_Bin_36	4	mid_4	mid
s_SalMarSW160340MG_2_8858886_Bin_7	5	mid_5	mid
s_SalMarWE160390MG_2_8858938_Bin_33	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_17_1	4	mid_4	mid
s_SalMarSW160170MG_4_8917696_Bin_38	3	mid_3	mid
s_SalMarWE160270MG_2_8859120_Bin_33	7	mid_7	mid
s_SalMarWE160340MG_2_8859126_Bin_89	8	mid_8	mid
s_SalMarWE160440MG_2_8867465_Bin_18	9	mid_9	mid
s_SalMarSW160290MG_2_8930515_Bin_27	6	mid_6	mid
s_SalMarWE160290MG_2_8859005_Bin_16	10	mid_10	mid
s_SalMarSW160140MG_2_8917685_Bin_54	11	mid_11	mid
s_SalMarWE160490MG_2_8858883_Bin_72	6	mid_6	mid
s_SalMarWE160240MG_4_8859167_Bin_29	12	mid_12	mid
s_SalMarSW160290MG_2_8930515_Bin_12_1	13	mid_13	mid
s_SalMarSW160270MG_2_8917367_Bin_19_3	14	mid_14	mid
s_SalMarWE160240MG_4_8859167_Bin_13_1	15	mid_15	mid
s_SalMarWE160240MG_4_8859167_Bin_24_1	11	mid_11	mid
s_SalMarSW160140MG_2_8917685_Bin_12_1	4	mid_4	mid
s_SalMarWE160470MG_2_8859121_Bin_41	14	mid_14	mid
s_SalMarWE160370MG_2_8917056_Bin_37	6	mid_6	mid
s_SalMarSW160140MG_2_8917685_Bin_10_1	4	mid_4	mid
s_SalMarSW160240MG_3_8917366_Bin_24_1	14	mid_14	mid
s_SalMarWE160370MG_2_8917056_Bin_40	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_53	16	mid_16	mid
s_SalMarWE160340MG_2_8859126_Bin_9	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_24	17	mid_17	mid
s_SalMarSW160380MG_2_8856100_Bin_106	16	mid_16	mid
s_SalMarWE160270MG_2_8859120_Bin_12_2	18	mid_18	mid
s_SalMarSW160240MG_3_8917366_Bin_31	4	mid_4	mid
s_SalMarSW160340MG_2_8858886_Bin_14_1	19	mid_19	mid
s_SalMarSW160140MG_2_8917685_Bin_22	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_17_2	20	mid_20	mid
s_SalMarSW160270MG_2_8917367_Bin_24_2	21	mid_21	mid
s_SalMarSW160270MG_2_8917367_Bin_29_1	22	mid_22	mid
s_SalMarSW160170MG_4_8917696_Bin_2_3	19	mid_19	mid
s_SalMarWE160270MG_2_8859120_Bin_12_1	11	mid_11	mid
s_SalMarWE160340MG_2_8859126_Bin_87	13	mid_13	mid
s_SalMarSW160290MG_2_8930515_Bin_15_2	23	mid_23	mid
s_SalMarWE160270MG_2_8859120_Bin_34	13	mid_13	mid
s_SalMarWE160270MG_2_8859120_Bin_26_2	10	mid_10	mid
s_SalMarWE160390MG_2_8858938_Bin_37	6	mid_6	mid
